Name,Team,Pos,Injury / Surgery Date,Injury / Surgery,Status,IL Retro Date,Eligible to Return,Return Date,Latest Update
Jordan Montgomery,ARI,SP,06/27/24,Knee inflammation,Activated,06/29/24,07/14/24,07/23/24,Activated
Bryce Harper,PHI,1B,06/27/24,Strained hamstring,Activated,06/28/24,07/08/24,07/09/24,Activated
Kyle Schwarber,PHI,DH,06/27/24,Strained groin,Activated,06/28/24,07/08/24,07/09/24,Activated
Wilmer Flores,SFG,INF,06/27/24,Knee tendinitis,Activated,06/28/24,07/08/24,07/09/24,Activated
Thairo Estrada,SFG,2B,06/27/24,Sprained wrist,Activated,06/28/24,07/08/24,07/09/24,Activated
Jared Koenig,MIL,RP,06/28/24,Forearm tendinitis,Activated,06/29/24,07/14/24,07/21/24,Activated
Casey Mize,DET,SP,06/30/24,Strained hamstring,Activated,07/01/24,08/30/24,08/30/24,Activated
Otto Lopez,MIA,INF,06/30/24,Lower back inflammation,Activated,07/01/24,07/11/24,07/19/24,Activated
Isiah Kiner-Falefa,PIT,INF,06/30/24,Sprained knee,Activated,07/01/24,07/11/24,08/03/24,Activated
Joey Ortiz,MIL,INF,07/01/24,Neck inflammation,Activated,07/02/24,07/12/24,07/12/24,Activated
J.P. France,HOU,SP,07/02/24,Shoulder surgery (capsule tear),60-Day IL,08/20/24,10/19/24,,Out for 2024 season
Enoli Paredes,MIL,RP,07/02/24,Forearm tendinitis,60-Day IL,07/03/24,09/01/24,,Rehab assignment (8/16)
Royce Lewis,MIN,3B,07/02/24,Strained groin,Activated,07/03/24,07/13/24,07/26/24,Activated
Chris Martin,BOS,RP,07/03/24,Elbow inflammation,Activated,07/04/24,07/19/24,08/07/24,Activated
Luis Rengifo,LAA,INF,07/03/24,Wrist inflammation,Activated,07/04/24,07/14/24,07/23/24,Activated
Jared Jones,PIT,SP,07/03/24,Strained lat,Activated,07/04/24,07/19/24,08/27/24,Activated
Dane Dunning,TEX,SP,07/03/24,Shoulder discomfort,Activated,07/04/24,07/19/24,07/25/24,Activated
Jordan Romano,TOR,RP,07/03/24,Arthroscopic elbow surgery,60-Day IL,05/30/24,07/29/24,,Questionable for 2024 season
Luke Maile,CIN,C,07/04/24,Herniated disc in back,Activated,07/05/24,07/15/24,08/02/24,Activated
Jason Heyward,LAD,OF,07/04/24,Knee contusion,Activated,07/05/24,07/15/24,07/21/24,Activated
Tyler Glasnow,LAD,SP,07/05/24,Lower back tightness,Activated,07/06/24,07/21/24,07/24/24,Activated
Austin Martin,MIN,OF/INF,07/05/24,Strained oblique,Activated,07/06/24,07/16/24,07/20/24,Activated
Daulton Jefferies,PIT,RP,07/05/24,Elbow inflammation,60-Day IL,07/06/24,09/04/24,,Rehab assignment (8/30)
Colten Brewer,CHC,RP,07/06/24,Fractured hand (left),60-Day IL,07/07/24,09/05/24,,Rehab assignment (8/31)
Stuart Fairchild,CIN,OF,07/06/24,Spine disc injury,Activated,07/07/24,07/17/24,07/19/24,Activated
Bailey Falter,PIT,SP,07/06/24,Triceps tendinitis,Activated,07/07/24,07/22/24,07/29/24,Activated
Justin Slaten,BOS,RP,07/07/24,Elbow inflammation,Activated,07/09/24,07/24/24,08/26/24,Activated
Graham Ashcraft,CIN,SP,07/07/24,Strained elbow,60-Day IL,07/08/24,09/06/24,,Questionable for 2024 season
Parker Meadows,DET,OF,07/07/24,Strained hamstring,Activated,07/08/24,07/18/24,08/03/24,Activated
Reed Garrett,NYM,RP,07/09/24,Elbow inflammation,Activated,07/10/24,07/25/24,08/10/24,Activated
Tyler Soderstrom,OAK,1B,07/09/24,Wrist bone bruise (left),10-Day IL,07/10/24,07/20/24,,Questionable for 2024 season
Wandy Peralta,SDP,SP,07/09/24,Strained groin,Activated,07/10/24,07/25/24,09/01/24,Activated
Dominic Canzone,SEA,OF,07/09/24,Strained groin,Activated,07/10/24,07/20/24,08/08/24,Activated
Cody Bellinger,CHC,OF/1B,07/10/24,Fractured finger (left middle),Activated,07/11/24,07/21/24,07/29/24,Activated
Nick Martini,CIN,OF/1B,07/10/24,Thumb surgery (ligament repair),60-Day IL,07/07/24,09/05/24,,No timetable for return
Sam Hentges,CLE,RP,07/10/24,Shoulder inflammation,60-Day IL,07/11/24,09/09/24,,No timetable for return
Kyle Farmer,MIN,INF,07/10/24,Strained shoulder,Activated,07/11/24,07/21/24,08/09/24,Activated
Jose Miranda,MIN,3B/1B,07/10/24,Strained lower back,Activated,07/11/24,07/21/24,07/27/24,Activated
Max Fried,ATL,SP,07/11/24,Elbow neuritis,Activated,07/18/24,08/02/24,08/04/24,Activated
Christian Encarnacion-Strand,CIN,1B,07/11/24,Wrist surgery (ulnar styloid fracture),60-Day IL,05/08/24,07/07/24,,Out for 2024 season
Nolan Jones,COL,OF,07/11/24,Strained lower back,Activated,07/12/24,07/22/24,08/18/24,Activated
J.D. Davis,NYY,1B/3B,07/11/24,Stomach flu,Activated,07/09/24,07/19/24,07/19/24,Activated
Luis F. Ortiz,PHI,RP,07/11/24,Tommy John surgery,60-Day IL,03/31/24,05/30/24,,Out for 2024 season
Heston Kjerstad,BAL,OF,07/12/24,Concussion,Activated,07/13/24,07/20/24,07/20/24,Activated
Yency Almonte,CHC,RP,07/12/24,Shoulder surgery (labral repair),60-Day IL,05/08/24,07/07/24,,Out for 2024 season
Luke Little,CHC,RP,07/12/24,Strained shoulder,60-Day IL,07/13/24,09/11/24,,Questionable for 2024 season
Carson Spiers,CIN,SP,07/12/24,Shoulder impingement,Activated,07/13/24,07/28/24,07/29/24,Activated
Carlos Correa,MIN,SS,07/12/24,Plantar fascitis,10-Day IL,07/16/24,07/26/24,,No timetable for return
Drew Smith,NYM,RP,07/12/24,Tommy John surgery (internal brace),60-Day IL,06/24/24,08/23/24,,Out for 2024 season
Jose Trevino,NYY,C,07/12/24,Strained quad,Activated,07/13/24,07/23/24,08/15/24,Activated
Andrew Wantz,LAA,RP,07/13/24,Elbow surgery,60-Day IL,07/01/24,08/30/24,,Out for 2024 season
Michael Soroka,CHW,RP,07/14/24,Strained shoulder,15-Day IL,07/16/24,07/31/24,,Rehab assignment (8/27)
Jordan Leasure,CHW,RP,07/14/24,Shoulder impingement,15-Day IL,07/17/24,08/01/24,,No timetable for return
Germán Márquez,COL,SP,07/14/24,Elbow inflammation,60-Day IL,07/19/24,09/17/24,,Out for 2024 season
MJ Melendez,KCR,OF,07/14/24,Sprained ankle,Activated,07/15/24,07/25/24,07/28/24,Activated
Dane Myers,MIA,OF,07/14/24,Fractured ankle,60-Day IL,07/15/24,09/13/24,,No timetable for return
Chris Paddack,MIN,SP,07/14/24,Strained forearm,60-Day IL,07/16/24,09/14/24,,No timetable for return
Hayden Wesneski,CHC,SP,07/19/24,Strained forearm,15-Day IL,07/20/24,08/04/24,,No timetable for return
Brent Suter,CIN,RP,07/19/24,Strained shoulder,Activated,07/20/24,08/04/24,09/01/24,Activated
Jacob Wilson,OAK,SS,07/19/24,Strained hamstring,Activated,07/20/24,07/30/24,08/27/24,Activated
Bo Bichette,TOR,SS,07/19/24,Strained calf,10-Day IL,07/20/24,07/30/24,,No timetable for return
Reese Olson,DET,SP,07/20/24,Strained shoulder,15-Day IL,07/21/24,08/05/24,,No timetable for return
Kody Funderburk,MIN,RP,07/20/24,Strained oblique,15-Day IL,07/18/24,08/02/24,,No timetable for return
Ryan Pepiot,TBR,SP,07/20/24,Knee infection,Activated,07/19/24,08/03/24,08/16/24,Activated
Ozzie Albies,ATL,2B,07/21/24,Fractured wrist,10-Day IL,07/22/24,08/01/24,,Expected to miss 8 weeks
Miguel Rojas,LAD,INF,07/21/24,Forearm tightness,Activated,07/22/24,08/01/24,08/07/24,Activated
Christian Scott,NYM,SP,07/21/24,Sprained elbow,15-Day IL,07/22/24,08/06/24,,No timetable for return
Julio Rodríguez,SEA,OF,07/21/24,Sprained ankle,Activated,07/22/24,08/01/24,08/11/24,Activated
Mason Miller,OAK,RP,07/22/24,Fractured hand (left),Activated,07/23/24,08/07/24,08/07/24,Activated
Ranger Suárez,PHI,SP,07/22/24,Lower back soreness,Activated,07/24/24,08/08/24,08/24/24,Activated
J.P. Crawford,SEA,SS,07/22/24,Fractured hand (right pinkie),Activated,07/23/24,08/02/24,08/28/24,Activated
Trevor Megill,MIL,RP,07/23/24,Strained lower back,Activated,07/26/24,08/10/24,08/20/24,Activated
Bryan Hudson,MIL,RP,07/23/24,Strained oblique,Activated,07/24/24,08/08/24,08/12/24,Activated
Dedniel Núñez,NYM,RP,07/23/24,Strained forearm,Activated,07/24/24,08/08/24,08/23/24,Activated
Chris Taylor,LAD,INF/OF,07/24/24,Strained groin,Activated,07/25/24,08/04/24,08/22/24,Activated
Rob Zastryzny,MIL,RP,07/24/24,Elbow tendinitis,15-Day IL,07/25/24,08/09/24,,Rehab assignment (8/9)
Jordan Weems,WSN,RP,07/24/24,Shin splints,15-Day IL,07/25/24,08/09/24,,No timetable for return
Josiah Gray,WSN,SP,07/24/24,Tommy John surgery (internal brace),60-Day IL,04/06/24,06/05/24,,Out for 2024 season
Riley Greene,DET,OF,07/25/24,Strained hamstring,Activated,07/26/24,08/05/24,08/18/24,Activated
Thairo Estrada,SFG,2B,07/25/24,Sprained wrist,Activated,07/26/24,08/05/24,08/19/24,Activated
Anthony Rendon,LAA,3B,07/26/24,Lower back inflammation,Activated,07/27/24,08/06/24,08/06/24,Activated
Kodai Senga,NYM,SP,07/26/24,Strained calf,60-Day IL,07/27/24,09/25/24,,Questionable for 2024 season
Alex Wood,OAK,SP,07/26/24,Arthroscopic shoulder surgery,60-Day IL,05/13/24,07/12/24,,Out for 2024 season
Nick Gonzales,PIT,2B,07/27/24,Strained groin,Activated,07/28/24,08/07/24,08/26/24,Activated
Reynaldo López,ATL,SP,07/28/24,Forearm inflammation,Activated,08/02/24,08/17/24,08/19/24,Activated
Austin Wynns,CIN,C,07/28/24,Strained lat,60-Day IL,07/29/24,09/27/24,,Questionable for 2024 season
John Schreiber,KCR,RP,07/28/24,Knee discomfort,Activated,07/29/24,08/13/24,08/19/24,Activated
Jon Gray,TEX,SP,07/28/24,Strained groin,Activated,07/29/24,08/13/24,08/20/24,Activated
Christian Walker,ARI,1B,07/29/24,Strained oblique,Activated,07/30/24,08/09/24,09/03/24,Activated
Heston Kjerstad,BAL,OF,07/29/24,Concussion,10-Day IL,07/31/24,08/10/24,,No timetable for return
Joshua Palacios,PIT,OF,07/29/24,Strained hamstring,Activated,07/30/24,08/09/24,08/19/24,Activated
Carmen Mlodzinski,PIT,RP,07/29/24,Strained shoulder,Activated,07/30/24,08/14/24,08/27/24,Activated
Keaton Winn,SFG,SP,07/29/24,Elbow surgery (ulnar nerve transpositon),60-Day IL,06/21/24,08/20/24,,Out for 2024 season
Bryce Jarvis,ARI,RP,07/30/24,Sprained elbow,60-Day IL,07/31/24,09/29/24,,No timetable for return
Stephen Kolek,SDP,RP,07/30/24,Forearm tendonitis,60-Day IL,07/31/24,09/29/24,,No timetable for return
Lance Lynn,STL,SP,07/30/24,Knee inflammation,15-Day IL,07/31/24,08/15/24,,Rehab assignment (8/31)
Max Scherzer,TEX,SP,07/30/24,Shoulder fatigue,15-Day IL,07/31/24,08/15/24,,Rehab assignment (8/23)
Jordan Westburg,BAL,INF,07/31/24,Fractured hand (right),10-Day IL,08/01/24,08/11/24,,Questionable for 2024 season
Tomás Nido,CHC,C,07/31/24,Knee surgery (meniscus),Activated,07/25/24,08/04/24,08/30/24,Activated
Gregory Santos,SEA,RP,07/31/24,Biceps inflammation,15-Day IL,08/01/24,08/16/24,,Questionable for 2024 season
Richie Palacios,TBR,OF/INF,07/31/24,Sprained knee,10-Day IL,08/01/24,08/11/24,,Out at least 4-6 weeks
Adbert Alzolay,CHC,RP,Aug '24,Tommy John surgery,60-Day IL,05/13/24,07/12/24,,Out for 2024 season
Mike Clevinger,CHW,SP,08/01/24,Neck surgery (disc replacement),60-Day IL,05/25/24,07/24/24,,Out for 2024 season
River Ryan,LAD,SP,Aug '24,Tommy John surgery,60-Day IL,08/11/24,10/10/24,,Out for 2024 season
Brock Stewart,MIN,RP,Aug '24,Arthroscopic shoulder surgery,60-Day IL,07/30/24,09/28/24,,Out for 2024 season
Miguel Andujar,OAK,OF,Aug '24,Core muscle surgery,60-Day IL,08/25/24,10/24/24,,Out for 2024 season
Jacob Webb,BAL,RP,08/02/24,Elbow inflammation,15-Day IL,08/04/24,08/19/24,,Rehab assignment (9/1)
Tyler O'Neill,BOS,OF,08/02/24,Calf infection,Activated,08/04/24,08/14/24,08/17/24,Activated
Jacob Latz,TEX,RP,08/02/24,Forearm tightness,15-Day IL,08/03/24,08/18/24,,Rehab assignment (8/18)
Michael Siani,STL,OF,08/03/24,Strained oblique,Activated,08/04/24,08/14/24,09/01/24,Activated
Hunter Harvey,KCR,RP,08/04/24,Back tightness,15-Day IL,08/07/24,08/22/24,,No timetable for return
Blake Treinen,LAD,RP,08/04/24,Hip discomfort,Activated,08/05/24,08/20/24,08/21/24,Activated
Gabriel Moreno,ARI,C,08/05/24,Strained groin,10-Day IL,08/06/24,08/16/24,,No timetable for return
Nick Fortes,MIA,C,08/05/24,Strained quad,Activated,08/06/24,08/16/24,08/16/24,Activated
Luis Rengifo,LAA,INF,08/06/24,Wrist surgery,60-Day IL,08/03/24,10/02/24,,Out for 2024 season
Brusdar Graterol,LAD,RP,08/06/24,Strained hamstring,15-Day IL,08/07/24,08/22/24,,Questionable for 2024 season
Wilmer Flores,SFG,INF,08/06/24,Tenex procedure (right knee),60-Day IL,07/24/24,09/22/24,,Out for 2024 season
Grayson Rodriguez,BAL,SP,08/07/24,Lat discomfort,15-Day IL,08/04/24,08/19/24,,No timetable for return
Carlos Carrasco,CLE,SP,08/07/24,Strained hip,15-Day IL,08/08/24,08/23/24,,No timetable for return
Ryan Feltner,COL,SP,08/07/24,Strained shoulder,Activated,08/08/24,08/23/24,08/26/24,Activated
Mike Trout,LAA,OF,08/07/24,Knee surgery (torn meniscus),60-Day IL,04/30/24,06/29/24,,Out for 2024 season
Joe Ryan,MIN,SP,08/07/24,Strained shoulder (teres major),60-Day IL,08/08/24,10/07/24,,Questionable for 2024 season
Brooks Lee,MIN,INF,08/07/24,Biceps tendinitis,Activated,08/08/24,08/18/24,09/01/24,Activated
Luis Medina,OAK,SP,08/07/24,Sprained elbow,60-Day IL,07/12/24,09/10/24,,Out for 2024 season
Austin Hays,PHI,OF,08/07/24,Strained hamstring,Activated,08/08/24,08/18/24,08/23/24,Activated
Colin Holderman,PIT,RP,08/07/24,Sprained wrist,Activated,08/08/24,08/23/24,09/01/24,Activated
Matt Carpenter,STL,1B,08/07/24,Strained lower back,Activated,08/09/24,08/19/24,08/20/24,Activated
Josh Sborz,TEX,RP,08/07/24,Shoulder fatigue,15-Day IL,08/08/24,08/23/24,,Rehab assignment (8/24)
Hoby Milner,MIL,RP,08/08/24,Shoulder impingement,Activated,08/09/24,08/24/24,09/03/24,Activated
Cooper Criswell,BOS,RP,08/09/24,COVID-19,Activated,08/08/24,08/15/24,08/16/24,Activated
Wenceel Pérez,DET,OF,08/09/24,Strained oblique,10-Day IL,08/10/24,08/20/24,,Rehab assignment (9/2)
Christian Roa,CIN,SP,08/10/24,Sprained shoulder,60-Day IL,08/19/24,10/18/24,,Out for 2024 season
Kris Bryant,COL,1B/OF,08/10/24,Strained back,10-Day IL,08/11/24,08/21/24,,No timetable for return
Dakota Hudson,COL,SP,08/10/24,Elbow inflammation,15-Day IL,08/11/24,08/26/24,,No timetable for return
José Marte,LAA,RP,08/10/24,Viral infection,60-Day IL,08/09/24,10/08/24,,Out for 2024 season
Anthony Bender,MIA,RP,08/10/24,Shoulder impingement,15-Day IL,08/12/24,08/27/24,,Rehab assignment (8/31)
James Paxton,BOS,SP,08/11/24,Strained calf,60-Day IL,08/12/24,10/11/24,,Out for 2024 season
Tyler Glasnow,LAD,SP,08/11/24,Elbow tendinitis,15-Day IL,08/13/24,08/28/24,,No timetable for return
Blake Perkins,MIL,OF,08/11/24,Strained calf,Activated,08/12/24,08/22/24,08/22/24,Activated
Byron Buxton,MIN,OF,08/12/24,Hip inflammation,10-Day IL,08/13/24,08/23/24,,Rehab assignment (9/2)
Jazz Chisholm Jr.,NYY,3B,08/12/24,Sprained elbow (non-throwing),Activated,08/13/24,08/23/24,08/23/24,Activated
Cam Booser,BOS,RP,08/13/24,Elbow inflammation,15-Day IL,08/14/24,08/29/24,,Rehab assignment (8/29)
Hunter Greene,CIN,SP,08/13/24,Elbow soreness,15-Day IL,08/14/24,08/29/24,,No timetable for return
Ryan Pressly,HOU,RP,08/13/24,Strained lower back,Activated,08/14/24,08/29/24,08/29/24,Activated
Austin Adams,OAK,RP,08/13/24,Forearm tendinitis,15-Day IL,08/14/24,08/29/24,,Questionable for 2024 season
Randy Rodríguez,SFG,RP,08/13/24,Elbow inflammation,15-Day IL,08/14/24,08/29/24,,No timetable for return
Dominic Leone,CHW,RP,08/14/24,Sprained elbow,60-Day IL,08/15/24,10/14/24,,Out for 2024 season
Steven Wilson,CHW,RP,08/14/24,Strained lower back,15-Day IL,08/15/24,08/30/24,,Rehab assignment (8/28)
Alex Cobb,CLE,SP,08/14/24,Fractured nail (right hand),Activated,08/16/24,08/31/24,09/01/24,Activated
Zack Littell,TBR,SP,08/14/24,Shoulder fatigue,Activated,08/15/24,08/30/24,09/01/24,Activated
Zach Eflin,BAL,SP,08/15/24,Shoulder inflammation,Activated,08/17/24,09/01/24,09/01/24,Activated
José Soriano,LAA,SP,08/16/24,Arm fatigue,15-Day IL,08/17/24,09/01/24,,No timetable for return
Christian Yelich,MIL,OF,08/16/24,Back surgery,10-Day IL,07/24/24,08/03/24,,Out for 2024 season
Andrew McCutchen,PIT,DH,08/16/24,Knee inflammation,Activated,08/17/24,08/27/24,08/30/24,Activated
Derek Law,WSN,RP,08/16/24,Strained flexor,Activated,08/17/24,09/01/24,09/02/24,Activated
Scott Alexander,OAK,RP,08/17/24,Rotator cuff tendinitis,15-Day IL,08/18/24,09/02/24,,No timetable for return
Ke'Bryan Hayes,PIT,3B,08/17/24,Lower back inflammation,10-Day IL,08/18/24,08/28/24,,No timetable for return
Ketel Marte,ARI,2B,08/18/24,Sprained ankle,10-Day IL,08/19/24,08/29/24,,No timetable for return
Austin Riley,ATL,3B,08/18/24,Fractured hand,10-Day IL,08/19/24,08/29/24,,Out 6-8 weeks
Andrew Abbott,CIN,SP,08/18/24,Strained shoulder,15-Day IL,08/20/24,09/04/24,,No timetable for return
Austin Barnes,LAD,C,08/18/24,Fractured toe,Activated,08/19/24,08/29/24,08/29/24,Activated
Ha-Seong Kim,SDP,SS,08/18/24,Shoulder inflammation,10-Day IL,08/19/24,08/29/24,,Likely to return in early September
Patrick Bailey,SFG,C,08/18/24,Strained oblique,Activated,08/19/24,08/29/24,08/29/24,Activated
Pete Fairbanks,TBR,RP,08/18/24,Strained lat,15-Day IL,08/19/24,09/03/24,,No timetable for return
Tyler Mahle,TEX,SP,08/18/24,Shoulder tightness,15-Day IL,08/19/24,09/03/24,,Out for 2024 season
Jeimer Candelario,CIN,1B/3B,08/19/24,Fractured toe,10-Day IL,08/20/24,08/30/24,,No timetable for return
Yimi García,SEA,RP,08/19/24,Elbow inflammation,15-Day IL,08/20/24,09/04/24,,No timetable for return
Jimmy Lambert,CHW,RP,08/20/24,Shoulder surgery,60-Day IL,03/28/24,05/27/24,,Out for 2024 season
Jake Fraley,CIN,OF,08/20/24,Sprained knee,Activated,08/21/24,08/31/24,09/01/24,Activated
Victor Vodnik,COL,RP,08/20/24,Biceps inflammation,15-Day IL,08/19/24,09/03/24,,No timetable for return
Alex Faedo,DET,RP,08/20/24,Strained shoulder,60-Day IL,08/22/24,10/21/24,,Out for 2024 season
Luis Gil,NYY,SP,08/20/24,Strained lower back,15-Day IL,08/21/24,09/05/24,,Rehab assignment (9/1)
A.J. Minter,ATL,RP,08/21/24,Hip surgery,60-Day IL,08/12/24,10/11/24,,Out for 2024 season
Andrew Nardi,MIA,RP,08/21/24,Elbow discomfort,15-Day IL,08/22/24,09/06/24,,No timetable for return
Ryan Mountcastle,BAL,1B,08/22/24,Sprained wrist,10-Day IL,08/23/24,09/02/24,,No timetable for return
Nick Lodolo,CIN,SP,08/22/24,Sprained finger (left middle),15-Day IL,08/24/24,09/08/24,,No timetable for return
Nick Mears,MIL,RP,08/22/24,Forearm inflammation,15-Day IL,08/23/24,09/07/24,,No timetable for return
Joan Adon,WSN,RP,08/22/24,Strained shoulder,15-Day IL,08/25/24,09/09/24,,No timetable for return
Xavier Edwards,MIA,SS,08/23/24,Back discomfort,Activated,08/24/24,09/03/24,09/03/24,Activated
Paul Blackburn,NYM,SP,08/23/24,Hand contusion,15-Day IL,08/24/24,09/08/24,,Rehab assignment (9/3)
Alex Call,WSN,OF,08/23/24,Foot discomfort (partially torn plantar fascia),10-Day IL,08/24/24,09/03/24,,No timetable for return
Stuart Fairchild,CIN,OF,08/24/24,Sprained thumb,60-Day IL,08/25/24,10/24/24,,Out for 2024 season
Hunter Renfroe,KCR,OF,08/24/24,Strained hamstring,10-Day IL,08/25/24,09/04/24,,No timetable for return
Carson Fulmer,LAA,SP,08/24/24,Elbow inflammation,15-Day IL,08/27/24,09/11/24,,No timetable for return
Dedniel Núñez,NYM,RP,08/24/24,Forearm tightness,15-Day IL,08/26/24,09/10/24,,No timetable for return
Jordan Hicks,SFG,RP,08/24/24,Shoulder inflammation,15-Day IL,08/25/24,09/09/24,,No timetable for return
Willson Contreras,STL,C,08/24/24,Fractured finger (right middle),10-Day IL,08/25/24,09/04/24,,No timetable for return
Lucas Sims,BOS,RP,08/25/24,Strained lat,15-Day IL,08/26/24,09/10/24,,No timetable for return
Julian Merryweather,CHC,RP,08/25/24,Knee tendinitis,15-Day IL,08/26/24,09/10/24,,No timetable for return
Lucas Gilbreath,COL,RP,08/25/24,Shoulder inflammation,15-Day IL,08/26/24,09/10/24,,No timetable for return
Will Smith,KCR,RP,08/25/24,Lower back spasms,15-Day IL,08/26/24,09/10/24,,No timetable for return
Matt Moore,LAA,RP,08/25/24,Strained forearm,15-Day IL,08/26/24,09/10/24,,No timetable for return
Joey Bart,PIT,C,08/25/24,Strained hamstring,10-Day IL,08/26/24,09/05/24,,No timetable for return
Robbie Ray,SFG,SP,08/25/24,Strained hamstring,15-Day IL,08/26/24,09/10/24,,No timetable for return
Luis García,BOS,RP,08/26/24,Elbow inflammation,15-Day IL,08/27/24,09/11/24,,No timetable for return
Hunter Stratton,PIT,RP,08/26/24,Knee surgery (ruptured patella tendon),60-Day IL,08/25/24,10/24/24,,Out for 2024 season
Cal Quantrill,COL,SP,08/27/24,Triceps inflammation,15-Day IL,08/29/24,09/13/24,,No timetable for return
Michael Lorenzen,KCR,SP,08/27/24,Strained hamstring,15-Day IL,08/28/24,09/12/24,,No timetable for return
Ben Heller,PIT,RP,08/27/24,Shoulder inflammation,15-Day IL,08/28/24,09/12/24,,No timetable for return
Colin Poche,TBR,RP,08/27/24,Shoulder inflammation,15-Day IL,08/28/24,09/12/24,,No timetable for return
Jorge Mateo,BAL,INF/OF,08/28/24,Elbow surgery (internal brace),60-Day IL,07/24/24,09/22/24,,Out for 2024 season
David Hamilton,BOS,INF,08/28/24,Fractured finger (left index),10-Day IL,08/29/24,09/08/24,,Questionable for 2024 season
Vinnie Pasquantino,KCR,1B,08/29/24,Fractured thumb (right),10-Day IL,08/30/24,09/14/24,,Expected to miss 6-8 weeks
Clayton Kershaw,LAD,SP,08/30/24,Toe inflammation,15-Day IL,08/31/24,09/15/24,,No timetable for return
Joe Kelly,LAD,RP,08/30/24,Shoulder inflammation,15-Day IL,08/31/24,09/15/24,,No timetable for return
Vidal Bruján,MIA,INF/OF,08/30/24,Sprained shoulder,10-Day IL,08/31/24,09/10/24,,No timetable for return
Jon Gray,TEX,SP,08/30/24,Foot discomfort,15-Day IL,08/31/24,09/15/24,,Out for 2024 season
Ramón Urías,BAL,INF,08/31/24,Sprained ankle,10-Day IL,09/01/24,09/11/24,,No timetable for return
Manuel Margot,MIN,OF,08/31/24,Strained groin,10-Day IL,09/01/24,09/11/24,,No timetable for return
Lourdes Gurriel Jr.,ARI,OF,09/01/24,Strained calf,10-Day IL,09/02/24,09/12/24,,No timetable for return
Bryse Wilson,MIL,RP,09/01/24,Strained oblique,15-Day IL,09/02/24,09/17/24,,No timetable for return
Marco Gonzales,PIT,SP,Sep '24,Flexor tendon surgery,60-Day IL,08/09/24,10/08/24,,Out for 2024 season
Javier Báez,DET,SS,09/03/24,Arthroscopic hip surgery,60-Day IL,08/23/24,09/02/24,,Out for 2024 season
Drew Thorpe,CHW,SP,09/07/24,Elbow surgery (bone spur removal),15-Day IL,08/01/24,08/16/24,,Out for 2024 season
