pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity
216,572119,"Schuster, Patrick",216,100,0.375,0.25,0.438,0.625,0.474,0.435,0.324,15,40,87.6,17.3,1986.0,83.6
215,676637,"Sanders, Phoenix",215,100,0.226,0.113,0.286,0.34,0.261,0.322,0.265,12,53,91.6,13.4,2137.0,82.3
215,669372,"Ginn, J.T.",215,100,0.192,0.173,0.229,0.365,0.276,0.271,0.201,10,52,88.3,7.7,1983.0,90.3
215,593604,"Baldonado, Alberto",215,100,0.244,0.22,0.269,0.463,0.354,0.378,0.247,10,41,85.3,19.9,2223.0,88.4
214,650347,"Madero, Luís",214,100,0.277,0.404,0.25,0.681,0.435,0.391,0.243,13,47,88.7,29.9,2363.0,84.8
213,669111,"McMillon, John",213,100,0.106,0.128,0.12,0.234,0.195,0.205,0.125,5,47,84.4,10.7,2257.0,89.9
212,542194,"Bethancourt, Christian",212,100,0.356,0.289,0.342,0.644,0.481,0.462,0.327,16,45,91.6,22.5,1915.0,85.1
211,453273,"Crotta, Michael",211,100,0.392,0.157,0.429,0.549,0.436,,,20,51,,,,92.1
210,444864,"Barthmaier, Jimmy",210,100,0.364,0.25,0.371,0.614,0.464,,,16,44,,,,88.1
208,664944,"Vieaux, Cam",208,100,0.366,0.22,0.542,0.585,0.445,0.348,0.23,15,41,90.8,15.3,2273.0,86.5
208,605795,"Sánchez, Angel",208,100,0.308,0.346,0.289,0.654,0.394,0.355,0.285,16,52,87.9,11.2,2223.0,92.1
208,679156,"Pennington, Walter",208,100,0.267,0.111,0.344,0.378,0.346,0.322,0.232,12,45,86.5,7.9,2265.0,88.1
207,543493,"Marshall, Brett",207,100,0.283,0.217,0.278,0.5,0.391,,,13,46,,,,86.5
207,593643,"Alberto, Hanser",207,100,0.293,0.241,0.245,0.534,0.387,0.385,0.281,17,58,90.7,26.0,1496.0,65.1
206,606995,"Hancock, Justin",206,100,0.125,0.1,0.143,0.225,0.247,0.316,0.211,5,40,87.3,14.8,2458.0,94.0
205,488776,"Chapman, Jaye",205,100,0.2,0.1,0.286,0.3,0.293,,,8,40,,,,83.8
205,643297,"Ege, Cody",205,100,0.348,0.217,0.389,0.565,0.399,0.369,0.295,16,46,91.6,14.6,2103.0,82.5
204,678906,"Teng, Kai-Wei",204,100,0.326,0.174,0.351,0.5,0.409,0.405,0.31,15,46,89.5,13.5,2428.0,88.5
204,657117,"Williams, Austen",204,100,0.349,0.558,0.296,0.907,0.532,0.463,0.322,15,43,89.7,18.7,2110.0,87.7
203,425510,"Cruceta, Francisco",203,100,0.295,0.159,0.355,0.455,0.389,,,13,44,,,,88.5
203,689690,"Jacob, Alek",203,100,0.136,0.045,0.231,0.182,0.18,0.201,0.147,6,44,83.4,25.3,2251.0,80.4
203,407779,"Beltran, Francis",203,100,0.26,0.24,0.263,0.5,0.358,,,13,50,,,,87.8
203,592280,"Eades, Ryan",203,100,0.256,0.209,0.29,0.465,0.352,0.414,0.298,11,43,93.3,11.3,2066.0,87.3
202,672911,"Cruz, Jesus",202,100,0.282,0.282,0.276,0.564,0.395,0.377,0.273,11,39,91.2,20.8,2216.0,91.0
201,434564,"Segovia, Zack",201,100,0.282,0.154,0.278,0.436,0.338,,,11,39,,,,88.9
199,676424,"Bettinger, Alec",199,100,0.391,0.304,0.395,0.696,0.476,0.376,0.323,18,46,89.7,17.6,2128.0,87.5
198,571912,"Maile, Luke",198,100,0.396,0.491,0.326,0.887,0.516,0.442,0.341,21,53,91.1,22.7,1706.0,66.3
198,465015,"Septimo, Leyson",198,100,0.157,0.176,0.147,0.333,0.259,,,8,51,,,,88.3
198,669135,"Sceroler, Mac",198,100,0.375,0.575,0.391,0.95,0.569,0.445,0.286,15,40,92.3,17.0,2307.0,87.7
197,444865,"Hirsh, Jason",197,100,0.357,0.381,0.364,0.738,0.482,,,15,42,,,,88.0
195,471803,"Gabino, Armando",195,100,0.419,0.372,0.4,0.791,0.547,,,18,43,,,,88.4
194,656620,"Klobosits, Gabe",194,100,0.283,0.065,0.317,0.348,0.314,0.295,0.236,13,46,90.7,14.5,1987.0,92.2
194,502457,"Hayes, Drew",194,100,0.357,0.286,0.387,0.643,0.45,0.35,0.269,15,42,87.3,10.3,2307.0,89.1
193,608167,"Aro, Jonathan",193,100,0.34,0.255,0.368,0.596,0.418,0.367,0.292,16,47,90.0,25.5,2336.0,90.7
193,430674,"Brazoban, Yhency",193,100,0.308,0.179,0.407,0.487,0.398,,,12,39,,,,91.6
193,685801,"Bigge, Hunter",193,100,0.238,0.0,0.333,0.238,0.252,0.285,0.244,10,42,87.2,18.7,2340.0,93.5
192,669804,"De Jesus, Angel",192,100,0.188,0.146,0.179,0.333,0.276,0.335,0.255,9,48,92.0,19.7,2258.0,89.8
192,571963,"Morris, A.J.",192,100,0.237,0.237,0.25,0.474,0.357,0.322,0.211,9,38,88.1,9.9,2565.0,87.7
191,676720,"Romero, Tommy",191,100,0.314,0.657,0.19,0.971,0.567,0.523,0.336,11,35,94.5,21.1,1806.0,87.1
190,572208,"Tolliver, Ashur",190,100,0.25,0.111,0.32,0.361,0.34,0.339,0.244,9,36,83.9,8.7,1919.0,89.0
190,518495,"Broderick, Brian",190,100,0.32,0.06,0.34,0.38,0.338,,,16,50,,,,85.9
190,663321,"Hernandez, Nick",190,100,0.289,0.395,0.286,0.684,0.453,0.346,0.238,11,38,84.8,15.7,2565.0,84.7
189,621592,"Jiménez, Eduardo",189,100,0.273,0.159,0.314,0.432,0.334,0.347,0.273,12,44,91.8,14.4,2373.0,89.5
187,605335,"Leibrandt, Brandon",187,100,0.108,0.0,0.118,0.108,0.191,0.294,0.2,4,37,89.3,13.7,2174.0,85.1
186,571572,"Colón, Joe",186,100,0.279,0.233,0.323,0.512,0.376,0.354,0.241,12,43,90.6,18.8,2123.0,92.1
184,518713,"Gast, John",184,100,0.234,0.106,0.263,0.34,0.292,,,11,47,,,,83.9
184,476127,"Kroenke, Zach",184,100,0.333,0.244,0.324,0.578,0.424,,,15,45,,,,89.1
184,674681,"Plassmeyer, Michael",184,100,0.354,0.313,0.394,0.667,0.453,0.431,0.333,17,48,87.6,17.3,2184.0,85.4
183,445177,"Heath, Deunte",183,100,0.257,0.343,0.214,0.6,0.447,,,9,35,,,,88.1
182,621350,"Frare, Caleb",182,100,0.222,0.083,0.304,0.306,0.318,0.334,0.207,8,36,85.4,13.9,2332.0,90.1
180,592330,"Garner, Perci",180,100,0.308,0.051,0.444,0.359,0.343,0.306,0.264,12,39,87.3,1.4,2150.0,92.2
178,657766,"St. John, Locke",178,100,0.263,0.263,0.296,0.526,0.364,0.361,0.266,10,38,90.0,21.6,2167.0,85.0
178,136304,"De Los Santos, Valerio",178,100,0.207,0.138,0.278,0.345,0.366,,,6,29,,,,89.0
177,687145,"Justice, Evan",177,100,0.424,0.061,0.56,0.485,0.467,0.356,0.268,14,33,85.1,3.2,2299.0,91.2
176,672552,"O'Loughlin, Jack",176,100,0.31,0.119,0.343,0.429,0.358,0.391,0.33,13,42,90.4,9.8,2225.0,86.6
176,400113,"Walrond, Les",176,100,0.342,0.105,0.5,0.447,0.387,,,13,38,,,,84.3
176,572947,"Irwin, Phil",176,100,0.333,0.111,0.379,0.444,0.399,,,12,36,,,,86.4
174,547176,"Camarena, Daniel",174,100,0.364,0.205,0.4,0.568,0.409,0.392,0.332,16,44,91.1,14.2,1866.0,88.2
173,676617,"O'Brien, Riley",173,100,0.379,0.483,0.412,0.862,0.544,0.467,0.312,11,29,90.4,8.8,2216.0,89.7
171,457437,"Wells, Jared",171,100,0.314,0.2,0.321,0.514,0.415,,,11,35,,,,89.2
171,672860,"Berroa, Prelander",171,100,0.179,0.143,0.364,0.321,0.32,0.275,0.122,5,28,82.7,9.9,2414.0,91.3
171,670288,"Fishman, Jake",171,100,0.289,0.111,0.333,0.4,0.324,0.315,0.284,13,45,89.2,7.4,2109.0,82.8
170,276913,"Turnbow, Derrick",170,100,0.414,0.241,0.478,0.655,0.537,,,12,29,,,,91.4
170,474256,"Reid, Ryan",170,100,0.231,0.154,0.25,0.385,0.299,,,9,39,,,,90.3
169,686972,"Waites, Cole",169,100,0.353,0.235,0.407,0.588,0.444,0.362,0.277,12,34,89.5,10.9,2273.0,92.2
168,664584,"Romero, Jhon",168,100,0.359,0.154,0.452,0.513,0.371,0.244,0.228,14,39,86.9,8.5,1996.0,90.0
168,425835,"Tsao, Chin-hui",168,100,0.4,0.325,0.433,0.725,0.502,0.376,0.28,16,40,88.9,18.3,2090.0,90.7
167,451783,"Molleken, Dustin",167,100,0.333,0.083,0.414,0.417,0.359,0.304,0.273,12,36,88.2,2.5,2328.0,91.6
167,672730,"Then, Juan",167,100,0.304,0.239,0.289,0.543,0.372,0.332,0.292,14,46,91.4,-1.7,2186.0,91.4
167,460269,"Gimenez, Chris",167,100,0.365,0.365,0.318,0.731,0.462,0.487,0.356,19,52,88.8,24.4,1752.0,70.7
166,682967,"Sweet, Devin",166,100,0.286,0.343,0.24,0.629,0.44,0.433,0.279,10,35,83.5,10.3,2170.0,87.4
165,430889,"Murphy, Bill",165,100,0.111,0.167,0.1,0.278,0.254,,,4,36,,,,86.4
165,641850,"McGowan, Kevin",165,100,0.235,0.235,0.25,0.471,0.352,0.252,0.139,8,34,83.6,20.5,2098.0,87.1
165,681885,"Lee, Evan",165,100,0.257,0.086,0.296,0.343,0.341,0.378,0.276,9,35,89.0,16.9,2500.0,86.4
165,670871,"Zuñiga, Guillermo",165,100,0.265,0.176,0.296,0.441,0.349,0.36,0.288,9,34,92.9,15.8,2333.0,93.7
164,607162,"Garcia, Onelki",164,100,0.406,0.406,0.385,0.813,0.547,0.413,0.309,13,32,92.1,6.3,2051.0,90.1
164,668683,"Walker, Jeremy",164,100,0.265,0.088,0.321,0.353,0.306,0.295,0.25,9,34,91.4,8.5,2329.0,88.2
164,450312,"Worrell, Mark",164,100,0.412,0.353,0.458,0.765,0.525,,,14,34,,,,83.6
162,622490,"Leyer, Robinson",162,100,0.462,0.423,0.643,0.885,0.594,0.459,0.307,12,26,88.8,16.0,2344.0,91.2
162,502621,"Stoner, Tobi",162,100,0.286,0.214,0.286,0.5,0.368,,,12,42,,,,84.3
160,455949,"Mathieson, Scott",160,100,0.452,0.032,0.56,0.484,0.469,,,14,31,,,,90.6
160,460104,"Slama, Anthony",160,100,0.222,0.185,0.278,0.407,0.359,,,6,27,,,,87.4
159,458530,"Davis, Erik",159,100,0.278,0.139,0.417,0.417,0.309,,,10,36,,,,89.6
159,543174,"Fornataro, Eric",159,100,0.282,0.077,0.297,0.359,0.295,,,11,39,,,,90.6
158,446453,"Speigner, Levale",158,100,0.406,0.156,0.4,0.563,0.474,,,13,32,,,,87.4
157,641962,"Pelham, CD",157,100,0.353,0.176,0.444,0.529,0.4,0.345,0.294,12,34,90.7,5.8,2136.0,93.5
157,676660,"Solomon, Jared",157,100,0.242,0.303,0.238,0.545,0.389,0.251,0.158,8,33,90.9,22.7,2306.0,90.8
157,449110,"Beltre, Omar",157,100,0.321,0.321,0.375,0.643,0.485,,,9,28,,,,89.6
157,490313,"Sanit, Amauri",157,100,0.353,0.118,0.4,0.471,0.404,,,12,34,,,,86.6
156,459974,"Meloan, Jon",156,100,0.094,0.0,0.158,0.094,0.137,,,3,32,,,,89.2
155,455047,"Ridgway, Jeff",155,100,0.194,0.278,0.16,0.472,0.302,,,7,36,,,,88.6
154,621079,"Wiles, Collin",154,100,0.289,0.184,0.357,0.474,0.353,0.297,0.246,11,38,87.4,4.6,2189.0,86.2
154,425655,"Koronka, John",154,100,0.344,0.406,0.292,0.75,0.504,,,11,32,,,,85.4
153,664079,"Jay, Tyler",153,100,0.3,0.1,0.375,0.4,0.366,0.298,0.221,9,30,86.4,2.1,2025.0,90.2
152,664069,"Braymer, Ben",152,100,0.241,0.034,0.333,0.276,0.295,0.3,0.227,7,29,90.4,19.3,2044.0,83.6
152,682989,"Mederos, Victor",152,100,0.345,0.172,0.429,0.517,0.429,0.392,0.279,10,29,90.7,1.0,2329.0,92.3
152,680692,"Stiever, Jonathan",152,100,0.379,0.414,0.318,0.793,0.511,0.608,0.463,11,29,91.1,16.2,2221.0,86.8
151,421104,"Gardner, Lee",151,100,0.424,0.333,0.444,0.758,0.526,,,14,33,,,,84.7
150,679346,"Navarro, Edgar",150,100,0.314,0.257,0.375,0.571,0.407,0.354,0.286,11,35,92.0,8.5,2326.0,89.0
150,469834,"Lindsay, Shane",150,100,0.379,0.241,0.455,0.621,0.47,,,11,29,,,,94.2
150,458720,"Holdzkom, John",150,100,0.171,0.086,0.263,0.257,0.228,,,6,35,,,,95.8
149,571446,"Appel, Mark",149,100,0.243,0.054,0.281,0.297,0.269,0.276,0.241,9,37,91.5,6.4,1851.0,92.2
149,461865,"Romine, Andrew",149,100,0.387,0.452,0.308,0.839,0.539,0.442,0.315,12,31,87.7,20.0,1885.0,80.6
149,150295,"Bowie, Micah",149,100,0.333,0.242,0.357,0.576,0.412,,,11,33,,,,85.5
149,457751,"Crawford, Evan",149,100,0.333,0.367,0.318,0.7,0.468,,,10,30,,,,85.9
149,602928,"Jorge, Felix",149,100,0.412,0.471,0.385,0.882,0.541,0.452,0.348,14,34,90.6,15.0,1996.0,88.2
148,541650,"Pérez, Hernán",148,100,0.297,0.351,0.3,0.649,0.426,0.335,0.236,11,37,89.5,19.1,1607.0,67.5
148,592120,"Astin, Barrett",148,100,0.29,0.29,0.25,0.581,0.425,0.441,0.288,9,31,86.2,0.1,2032.0,90.0
147,572283,"Younginer, Madison",147,100,0.4,0.1,0.444,0.5,0.42,0.346,0.296,12,30,90.6,4.6,1812.0,90.4
146,694361,"Klein, Will",146,100,0.387,0.129,0.48,0.516,0.426,0.418,0.359,12,31,89.3,7.8,2178.0,92.6
146,451262,"Murray, A.J.",146,100,0.343,0.057,0.4,0.4,0.358,,,12,35,,,,84.3
146,542369,"Cabrera, Edwar",146,100,0.346,0.385,0.333,0.731,0.5,,,9,26,,,,86.6
145,448167,"Mann, Brandon",145,100,0.25,0.214,0.231,0.464,0.35,0.418,0.278,7,28,91.0,24.6,2315.0,87.6
145,627500,"Tseng, Jen-Ho",145,100,0.281,0.375,0.316,0.656,0.402,0.427,0.309,9,32,96.3,12.5,1996.0,87.2
144,460639,"Peguero, Jailen",144,100,0.281,0.094,0.333,0.375,0.344,,,9,32,,,,89.5
144,676105,"Criswell, Jeff",144,100,0.219,0.313,0.2,0.531,0.355,0.336,0.227,7,32,85.1,7.7,2332.0,91.1
144,444874,"Abreu, Juan",144,100,0.231,0.192,0.385,0.423,0.382,,,6,26,,,,93.6
144,643325,"Girodo, Chad",144,100,0.268,0.268,0.242,0.537,0.361,0.398,0.324,11,41,90.6,0.0,2068.0,84.1
143,680744,"Madden, Ty",143,100,0.235,0.029,0.25,0.265,0.25,0.296,0.235,8,34,88.5,15.9,2284.0,89.3
142,676709,"Tice, Ty",142,100,0.303,0.152,0.346,0.455,0.38,0.386,0.28,10,33,86.1,19.8,2350.0,89.0
141,593582,"De Los Santos, Abel",141,100,0.31,0.241,0.304,0.552,0.41,0.387,0.271,9,29,86.6,20.0,2426.0,87.4
141,407835,"Lane, Jason",141,100,0.179,0.103,0.188,0.282,0.202,,,7,39,,,,83.0
140,700187,"Taylor, Troy",140,100,0.121,0.121,0.15,0.242,0.198,0.247,0.187,4,33,78.6,26.7,2458.0,91.8
140,523648,"Hamburger, Mark",140,100,0.179,0.107,0.227,0.286,0.248,,,5,28,,,,90.8
139,656820,"Padilla, Nicholas",139,100,0.379,0.241,0.476,0.621,0.449,0.475,0.401,11,29,94.5,14.9,2362.0,88.1
139,456899,"Link, Jon",139,100,0.333,0.056,0.375,0.389,0.349,,,12,36,,,,88.0
138,687362,"Gillispie, Connor",138,100,0.154,0.077,0.211,0.231,0.241,0.294,0.184,4,26,90.3,24.4,2281.0,88.9
138,670712,"Brosseau, Mike",138,100,0.211,0.237,0.171,0.447,0.311,0.393,0.339,8,38,89.7,9.4,1736.0,69.8
137,150393,"Armas, Tony",137,100,0.324,0.294,0.333,0.618,0.397,,,11,34,,,,87.6
136,646241,"De Jesus, Enmanuel",136,100,0.333,0.111,0.409,0.444,0.411,0.401,0.302,9,27,90.7,9.7,2246.0,88.5
135,664869,"Conlon, P.J.",135,100,0.417,0.306,0.448,0.722,0.492,0.375,0.319,15,36,90.4,18.1,1949.0,83.6
134,640454,"Krook, Matt",134,100,0.36,0.28,0.368,0.64,0.468,0.386,0.253,9,25,83.4,-2.0,2200.0,87.0
134,656492,"Griffin, Foster",134,100,0.241,0.172,0.28,0.414,0.34,0.402,0.286,7,29,85.4,2.1,2132.0,87.9
134,277184,"Wise, Matt",134,100,0.323,0.258,0.348,0.581,0.405,,,10,31,,,,80.6
133,644429,"Severino, Anderson",133,100,0.25,0.071,0.368,0.321,0.328,0.313,0.23,7,28,89.7,-4.0,2009.0,91.9
133,680880,"Holman, Grant",133,100,0.333,0.185,0.421,0.519,0.415,0.272,0.192,9,27,79.9,10.7,1609.0,90.2
133,694462,"Waldrep, Hurston",133,100,0.333,0.37,0.286,0.704,0.501,0.367,0.237,9,27,84.9,12.8,1665.0,89.9
132,458094,"Stange, Daniel",132,100,0.261,0.304,0.222,0.565,0.442,,,6,23,,,,90.3
132,608348,"Kelly, Carson",132,100,0.442,0.209,0.425,0.651,0.484,0.4,0.345,19,43,90.5,20.4,1525.0,61.7
131,451256,"Birkins, Kurt",131,100,0.161,0.0,0.2,0.161,0.217,,,5,31,,,,85.0
131,605152,"Bradley, Jed",131,100,0.269,0.115,0.304,0.385,0.323,0.306,0.252,7,26,87.6,14.6,2124.0,85.0
130,503438,"Delaney, Rob",130,100,0.286,0.238,0.278,0.524,0.418,,,6,21,,,,88.2
130,646057,"Gonzalez, Miguel Alfredo",130,100,0.346,0.192,0.4,0.538,0.418,,,9,26,,,,90.0
130,457858,"Rundles, Rich",130,100,0.261,0.087,0.375,0.348,0.345,,,6,23,,,,80.0
129,430666,"Stockman, Phil",129,100,0.087,0.087,0.143,0.174,0.216,,,2,23,,,,88.1
129,622256,"Weigel, Patrick",129,100,0.316,0.211,0.5,0.526,0.441,0.354,0.171,6,19,72.7,25.8,2478.0,87.3
129,573062,"Northcraft, Aaron",129,100,0.192,0.154,0.2,0.346,0.336,0.433,0.311,5,26,91.5,5.0,1911.0,86.1
129,591701,"Chacin, Alejandro",129,100,0.393,0.286,0.45,0.679,0.479,0.371,0.297,11,28,84.9,18.2,2039.0,84.1
129,665019,"Clemens, Kody",129,100,0.364,0.068,0.381,0.432,0.375,0.387,0.355,16,44,87.4,15.9,1250.0,53.4
128,275700,"Abreu, Winston",128,100,0.37,0.259,0.421,0.63,0.473,,,10,27,,,,88.9
127,628345,"Núñez, Darien",127,100,0.276,0.379,0.278,0.655,0.421,0.358,0.222,8,29,86.4,12.4,2063.0,87.4
127,456124,"Kratz, Erik",127,100,0.345,0.207,0.32,0.552,0.388,0.375,0.324,10,29,91.1,6.4,2099.0,75.2
126,519411,"West, Matt",126,100,0.296,0.074,0.364,0.37,0.319,0.27,0.221,8,27,91.0,18.1,2219.0,90.9
125,460257,"Fox, Matt",125,100,0.296,0.037,0.276,0.333,0.288,,,8,27,,,,88.4
124,450832,"English, Jesse",124,100,0.323,0.097,0.37,0.419,0.348,,,10,31,,,,85.2
124,670183,"Acton, Garrett",124,100,0.346,0.5,0.333,0.846,0.519,0.451,0.31,9,26,90.1,18.5,2381.0,92.1
124,643603,"White, Tyler",124,100,0.4,0.84,0.222,1.24,0.636,0.45,0.274,10,25,91.3,21.6,1737.0,75.6
124,680742,"Bowlan, Jonathan",124,100,0.393,0.429,0.389,0.821,0.528,0.372,0.291,11,28,84.7,17.9,2254.0,91.1
123,519229,"Rosin, Seth",123,100,0.448,0.241,0.462,0.69,0.495,0.437,0.354,13,29,90.0,5.5,1679.0,88.3
123,547939,"Lim, Chang-Yong",123,100,0.316,0.105,0.429,0.421,0.421,,,6,19,,,,88.2
123,548348,"Joseph, Donnie",123,100,0.333,0.185,0.471,0.519,0.421,,,9,27,,,,87.8
122,466838,"Salas, Juan",122,100,0.217,0.13,0.333,0.348,0.311,,,5,23,,,,88.5
122,666207,"Pint, Riley",122,100,0.353,0.412,0.5,0.765,0.554,0.454,0.245,6,17,93.1,20.0,2388.0,90.5
121,607951,"Labourt, Jairo",121,100,0.2,0.05,0.235,0.25,0.297,0.29,0.166,4,20,85.4,16.6,2173.0,87.1
121,607054,"Peterson, Jace",121,100,0.433,0.333,0.458,0.767,0.528,0.497,0.376,13,30,87.6,12.2,1391.0,64.0
120,460077,"Butera, Drew",120,100,0.308,0.308,0.35,0.615,0.43,0.51,0.369,8,26,95.2,1.2,2078.0,83.7
119,150037,"King, Ray",119,100,0.333,0.185,0.32,0.519,0.422,,,9,27,,,,85.0
119,450321,"White, Bill",119,100,0.368,0.368,0.353,0.737,0.55,,,7,19,,,,85.8
119,501627,"Cabral, Cesar",119,100,0.318,0.0,0.538,0.318,0.396,0.328,0.163,7,22,105.2,-8.0,1856.0,86.7
119,676661,"Lazar, Max",119,100,0.148,0.148,0.15,0.296,0.205,0.251,0.214,4,27,92.5,16.0,2329.0,89.0
119,605317,"Knudson, Guido",119,100,0.464,0.679,0.471,1.143,0.674,0.515,0.352,13,28,93.8,14.8,2097.0,89.4
118,407400,"Bauer, Rick",118,100,0.37,0.333,0.409,0.704,0.479,,,10,27,,,,89.9
117,645307,"Sánchez, Ricardo",117,100,0.25,0.25,0.25,0.5,0.387,0.388,0.255,5,20,88.9,15.5,2221.0,87.0
117,642759,"Fernández, Julian",117,100,0.31,0.276,0.304,0.586,0.414,0.342,0.233,9,29,91.1,13.4,2310.0,97.5
117,596117,"Stubbs, Garrett",117,100,0.387,0.613,0.28,1.0,0.589,0.423,0.325,12,31,91.1,15.4,1656.0,66.7
116,668684,"Tully, Tanner",116,100,0.333,0.25,0.333,0.583,0.443,0.428,0.308,8,24,91.1,20.0,2021.0,87.2
116,676103,"Jones, Damon",116,100,0.25,0.1,0.333,0.35,0.405,0.376,0.223,5,20,86.6,18.9,2401.0,88.8
116,452075,"Robertson, Connor",116,100,0.286,0.214,0.28,0.5,0.361,,,8,28,,,,86.5
116,605338,"Lindgren, Jacob",116,100,0.208,0.417,0.143,0.625,0.382,0.32,0.214,5,24,91.1,7.5,2121.0,87.3
115,667373,"Rondón, Angel",115,100,0.087,0.0,0.111,0.087,0.167,0.291,0.208,2,23,88.3,27.2,1972.0,87.8
115,424426,"Bukvich, Ryan",115,100,0.375,0.333,0.412,0.708,0.51,,,9,24,,,,91.4
115,500909,"Robles, Mauricio",115,100,0.318,0.045,0.438,0.364,0.347,,,7,22,,,,88.1
114,471919,"Nunez, Jhonny",114,100,0.37,0.259,0.391,0.63,0.446,,,10,27,,,,90.7
114,668754,"Bristo, Braden",114,100,0.192,0.0,0.238,0.192,0.224,0.284,0.211,5,26,81.0,24.3,2374.0,88.3
114,658791,"Huang, Wei-Chieh",114,100,0.308,0.154,0.333,0.462,0.391,0.403,0.297,8,26,88.5,19.7,2377.0,86.6
114,457444,"Marshall, Jay",114,100,0.406,0.188,0.4,0.594,0.442,,,13,32,,,,82.3
112,543853,"Thompson, Taylor",112,100,0.391,0.217,0.444,0.609,0.482,,,9,23,,,,89.5
112,642659,"Espinal, Raynel",112,100,0.308,0.269,0.35,0.577,0.397,0.379,0.304,8,26,84.2,11.1,2198.0,89.5
111,608700,"Plawecki, Kevin",111,100,0.207,0.345,0.115,0.552,0.321,0.414,0.33,6,29,93.1,19.6,1884.0,76.1
111,456744,"Schroder, Chris",111,100,0.3,0.3,0.267,0.6,0.457,,,6,20,,,,88.6
111,605612,"Castro, Harold",111,100,0.313,0.094,0.313,0.406,0.371,0.385,0.291,10,32,94.4,21.4,1677.0,63.7
111,669165,"Hurt, Kyle",111,100,0.25,0.063,0.308,0.313,0.257,0.314,0.285,8,32,89.4,12.7,1668.0,90.0
111,643532,"Sharp, Sterling",111,100,0.304,0.304,0.316,0.609,0.444,0.469,0.345,7,23,84.1,-3.3,1894.0,86.7
110,119827,"Nomo, Hideo",110,100,0.455,0.545,0.412,1.0,0.603,,,10,22,,,,82.2
110,668834,"McGee, Easton",110,100,0.143,0.029,0.156,0.171,0.152,0.274,0.243,5,35,87.8,15.4,2203.0,85.5
110,445202,"Bisenius, Joe",110,100,0.3,0.25,0.357,0.55,0.443,,,6,20,,,,93.7
109,592769,"Snelten, D.J.",109,100,0.391,0.261,0.412,0.652,0.473,0.432,0.328,9,23,94.3,3.2,1777.0,84.4
109,553902,"Astudillo, Willians",109,100,0.222,0.37,0.125,0.593,0.382,0.489,0.372,6,27,87.3,15.2,1447.0,61.5
108,456499,"Patterson, Scott",108,100,0.125,0.125,0.222,0.25,0.287,,,2,16,,,,86.3
107,518586,"Culberson, Charlie",107,100,0.25,0.071,0.259,0.321,0.288,0.329,0.268,7,28,88.2,12.0,2409.0,88.9
107,594762,"Bochy, Brett",107,100,0.095,0.143,0.071,0.238,0.251,0.281,0.21,2,21,90.0,21.7,2214.0,87.3
107,488782,"Claggett, Anthony",107,100,0.542,0.5,0.556,1.042,0.676,,,13,24,,,,88.8
106,596451,"Quinn, Roman",106,100,0.481,0.222,0.48,0.704,0.534,0.469,0.431,13,27,92.2,13.9,2018.0,78.8
106,455376,"Leon, Arcenio",106,100,0.292,0.083,0.304,0.375,0.344,0.338,0.263,7,24,86.5,11.1,2241.0,93.0
106,506702,"León, Sandy",106,100,0.229,0.371,0.138,0.6,0.36,0.341,0.235,8,35,89.7,24.4,1941.0,78.8
105,700669,"Graceffo, Gordon",105,100,0.25,0.25,0.273,0.5,0.329,0.355,0.292,7,28,86.4,14.0,2160.0,88.1
105,630263,"Bourque, James",105,100,0.333,0.389,0.313,0.722,0.505,0.545,0.374,6,18,96.5,9.5,2326.0,90.7
105,543281,"Harrison, Josh",105,100,0.607,0.143,0.593,0.75,0.569,0.443,0.421,17,28,90.9,16.0,1428.0,57.1
105,664351,"Contreras, Luis",105,100,0.292,0.083,0.389,0.375,0.319,0.279,0.223,7,24,89.7,19.2,2434.0,87.5
104,666208,"Speas, Alex",104,100,0.286,0.214,0.429,0.5,0.43,0.39,0.248,4,14,87.6,22.3,2649.0,92.5
104,650813,"Escobar, Luis",104,100,0.455,0.227,0.45,0.682,0.498,0.448,0.359,10,22,90.5,11.0,2134.0,90.9
104,620396,"Aguilar, Miguel",104,100,0.25,0.083,0.286,0.333,0.299,0.28,0.22,6,24,82.2,8.7,2237.0,88.1
104,621094,"Callahan, Jamie",104,100,0.25,0.107,0.292,0.357,0.262,0.29,0.267,7,28,89.1,0.3,2229.0,93.4
103,114354,"Fox, Chad",103,100,0.308,0.538,0.273,0.846,0.535,,,4,13,,,,88.6
103,685116,"Kitchen, Austin",103,100,0.318,0.091,0.368,0.409,0.359,0.301,0.258,7,22,87.3,8.3,2063.0,84.3
103,642226,"Wotherspoon, Matt",103,100,0.435,0.304,0.421,0.739,0.511,0.538,0.485,10,23,86.7,13.6,2085.0,87.9
102,677076,"Andrews, Clayton",102,100,0.5,0.682,0.538,1.182,0.696,0.473,0.339,11,22,97.4,9.4,2180.0,88.1
102,453332,"Butler, Josh",102,100,0.368,0.105,0.412,0.474,0.443,,,7,19,,,,87.6
101,676961,"Boushley, Caleb",101,100,0.269,0.192,0.316,0.462,0.349,0.366,0.264,7,26,86.7,18.6,2255.0,86.3
101,553872,"Barrios, Yhonathan",101,100,0.136,0.045,0.2,0.182,0.137,0.177,0.163,3,22,88.3,4.9,1795.0,93.4
101,457458,"Taubenheim, Ty",101,100,0.304,0.087,0.35,0.391,0.338,,,7,23,,,,89.4
